Date,P/E,P/B,Div Yield %,,Investment
3-Jan-00,25.91,4.63,0.95,,
4-Jan-00,26.67,4.76,0.92,,
5-Jan-00,25.97,4.64,0.95,,
6-Jan-00,26.32,4.7,0.94,,
7-Jan-00,26.25,4.69,0.94,,
10-Jan-00,26.57,4.74,0.93,,
11-Jan-00,25.59,4.57,0.96,,
12-Jan-00,26.44,4.72,0.93,,
13-Jan-00,26.38,4.71,0.93,,
14-Jan-00,26.41,4.71,0.93,,
17-Jan-00,26.22,4.68,0.94,,
18-Jan-00,26.15,4.67,0.94,,
19-Jan-00,26.6,4.75,0.93,,
20-Jan-00,26.05,4.65,0.95,,
21-Jan-00,26.37,4.71,0.93,,
24-Jan-00,26.26,4.69,0.94,,
25-Jan-00,25.81,4.61,0.95,,
27-Jan-00,26.1,4.66,0.94,,
28-Jan-00,26.02,4.65,0.95,,
31-Jan-00,25.16,4.49,0.98,,
1-Feb-00,25.13,4.51,0.98,,
2-Feb-00,25.75,4.62,0.95,,
3-Feb-00,25.91,4.65,0.95,,
4-Feb-00,25.94,4.65,0.94,,
7-Feb-00,26.54,4.76,0.92,,
8-Feb-00,26.96,4.83,0.91,,
9-Feb-00,27.4,4.91,0.93,,
10-Feb-00,27.75,4.98,0.92,,
11-Feb-00,28.47,5.11,0.9,,
14-Feb-00,28.29,5.07,0.9,,
15-Feb-00,27.19,4.93,0.92,,
16-Feb-00,27.32,4.95,0.92,,
17-Feb-00,27.82,5.04,0.9,,
18-Feb-00,27.43,4.97,0.9,,
21-Feb-00,28,5.08,0.89,,
22-Feb-00,27.77,5.03,0.89,,
23-Feb-00,27.09,4.91,0.92,,
24-Feb-00,27.66,5.01,0.9,,
25-Feb-00,27.29,4.95,0.91,,
28-Feb-00,27.49,4.98,0.9,,
29-Feb-00,26.36,4.79,0.94,,
1-Mar-00,27.35,4.96,0.91,,
2-Mar-00,27.09,4.92,0.91,,
3-Mar-00,26.47,4.8,0.94,,
6-Mar-00,26.99,4.89,0.92,,
7-Mar-00,27.22,4.94,0.91,,
8-Mar-00,26.64,4.83,1.03,,
9-Mar-00,26.32,4.77,1.04,,
10-Mar-00,25.62,4.65,1.07,,
13-Mar-00,24.95,4.52,1.1,,
14-Mar-00,25.05,4.54,1.09,,
15-Mar-00,25.9,4.7,1.06,,
16-Mar-00,24.97,4.53,1.09,,
21-Mar-00,24.89,4.51,1.02,,
22-Mar-00,25.41,4.61,1.03,,
23-Mar-00,24.83,4.5,1.06,,
24-Mar-00,25.09,4.55,1.05,,
27-Mar-00,24.99,4.53,1.05,,
28-Mar-00,25.08,4.55,1.04,,
29-Mar-00,25.08,4.55,1.04,,
30-Mar-00,24.94,4.52,1.05,,
31-Mar-00,24.6,4.46,1.06,,
3-Apr-00,24.7,4.48,1.06,,
4-Apr-00,22.99,4.17,1.14,,
5-Apr-00,23.09,4.19,1.51,,
6-Apr-00,23.39,4.24,1.49,,
7-Apr-00,25.06,4.54,1.39,,
10-Apr-00,25.96,4.71,1.34,,
11-Apr-00,25.72,4.71,1.33,,
12-Apr-00,25.21,4.62,1.47,,
13-Apr-00,23.98,4.38,1.54,,
17-Apr-00,21.74,3.91,1.62,,
18-Apr-00,21.31,3.84,1.66,,
19-Apr-00,21.07,3.8,1.73,,
20-Apr-00,21.23,3.83,1.71,,
24-Apr-00,20.82,3.76,1.75,,
25-Apr-00,20.39,3.68,1.78,,
26-Apr-00,21.54,3.89,1.73,,
27-Apr-00,21.25,3.84,1.75,,
28-Apr-00,21.1,3.81,1.77,,
2-May-00,20,3.61,1.86,,
3-May-00,19.74,3.56,1.91,,
4-May-00,20.71,3.74,1.82,,
5-May-00,21.33,3.85,1.77,,
8-May-00,20.47,3.7,1.74,,
9-May-00,20.68,3.73,1.72,,
10-May-00,20.57,3.71,1.74,,
11-May-00,19.68,3.55,1.81,,
12-May-00,19.36,3.49,1.84,,
15-May-00,19.54,3.52,1.82,,
16-May-00,19.66,3.54,1.81,,
17-May-00,19.88,3.7,1.79,,
18-May-00,19.44,3.64,1.81,,
19-May-00,19.05,3.57,1.85,,
22-May-00,18.53,3.47,1.89,,
23-May-00,18.4,3.45,1.91,,
24-May-00,20.69,4.09,1.8,,
25-May-00,20.89,4.13,1.79,,
26-May-00,21.35,4.22,1.75,,
29-May-00,21.95,4.34,1.5,,
30-May-00,22.34,4.57,1.47,,
31-May-00,22.96,4.7,1.43,,
1-Jun-00,22.46,4.52,1.46,,
2-Jun-00,23.13,4.65,1.42,,
5-Jun-00,23.38,4.71,1.39,,
6-Jun-00,23.67,4.76,1.38,,
7-Jun-00,23.7,4.78,1.39,,
8-Jun-00,24.25,4.89,1.36,,
9-Jun-00,24.31,4.9,1.36,,
12-Jun-00,23.87,4.81,1.36,,
13-Jun-00,23.74,4.79,1.36,,
14-Jun-00,23.79,4.77,1.38,,
15-Jun-00,23.95,4.81,1.37,,
16-Jun-00,24.48,4.91,1.34,,
19-Jun-00,24.84,4.98,1.27,,
20-Jun-00,24.98,5.01,1.26,,
21-Jun-00,24.45,4.91,1.29,,
22-Jun-00,24.67,4.95,1.28,,
23-Jun-00,22.95,4.89,1.29,,
26-Jun-00,22.63,4.82,1.23,,
27-Jun-00,22.67,4.83,1.23,,
28-Jun-00,22.91,4.88,1.27,,
29-Jun-00,23.26,4.96,1.25,,
30-Jun-00,22.94,4.89,1.26,,
3-Jul-00,23.31,4.97,1.09,,
4-Jul-00,23.56,5.02,1.08,,
5-Jul-00,23.5,4.86,1.11,,
6-Jul-00,23.35,4.83,1.11,,
7-Jul-00,23.37,4.83,1.11,,
10-Jul-00,23.24,4.81,1.08,,
11-Jul-00,23.38,4.84,1.08,,
12-Jul-00,23.61,4.88,1.07,,
13-Jul-00,23.44,4.85,1.08,,
14-Jul-00,23.25,4.81,1.09,,
17-Jul-00,22.78,4.71,1.06,,
18-Jul-00,22.53,4.66,1.07,,
19-Jul-00,22.11,4.57,1.09,,
20-Jul-00,21.93,4.54,1.1,,
21-Jul-00,21.51,4.45,1.12,,
24-Jul-00,20.47,4.25,1.17,,
25-Jul-00,20.96,4.35,1.14,,
26-Jul-00,20.48,4.25,1.19,,
27-Jul-00,20.79,4.32,1.18,,
28-Jul-00,20.72,4.3,1.18,,
31-Jul-00,20.71,4.3,1.18,,
1-Aug-00,20.58,4.29,1.19,,
2-Aug-00,20.66,4.31,1.18,,
3-Aug-00,20.49,4.27,1.19,,
4-Aug-00,20.45,4.27,1.19,,
7-Aug-00,20.33,4.24,1.2,,
8-Aug-00,20.87,4.35,1.17,,
9-Aug-00,20.86,4.35,1.18,,
10-Aug-00,20.09,4.22,1.2,,
11-Aug-00,19.74,4.15,1.21,,
14-Aug-00,19.85,4.18,1.18,,
16-Aug-00,20.35,4.28,1.16,,
17-Aug-00,20.2,4.25,1.17,,
18-Aug-00,20.45,4.3,1.16,,
21-Aug-00,20.62,4.34,1.15,,
22-Aug-00,20.78,4.37,1.14,,
23-Aug-00,20.87,4.39,1.13,,
24-Aug-00,20.89,4.4,1.13,,
25-Aug-00,20.8,4.38,1.14,,
28-Aug-00,20.63,4.34,1.06,,
29-Aug-00,20.58,4.33,1.06,,
30-Aug-00,20.7,4.36,1.08,,
31-Aug-00,20.97,4.42,1.06,,
4-Sep-00,21.69,4.66,1.04,,
5-Sep-00,21.7,4.66,1.04,,
6-Sep-00,21.81,4.69,1.12,,
7-Sep-00,21.88,4.7,1.11,,
8-Sep-00,22.03,4.73,1.11,,
11-Sep-00,22.13,4.75,1.1,,
12-Sep-00,22.3,4.79,1.09,,
13-Sep-00,22.13,4.75,1.1,,
14-Sep-00,21.96,4.72,1.11,,
15-Sep-00,21.53,4.63,1.13,,
18-Sep-00,20.58,4.42,1.18,,
19-Sep-00,20.01,4.3,1.22,,
20-Sep-00,20.4,4.38,1.2,,
21-Sep-00,20.21,4.34,1.21,,
22-Sep-00,19.24,4.13,1.27,,
25-Sep-00,19.64,4.22,1.24,,
26-Sep-00,19.26,4.14,1.26,,
27-Sep-00,19.64,4.22,1.24,,
28-Sep-00,19.24,4.13,1.26,,
29-Sep-00,19.32,4.15,1.26,,
3-Oct-00,19.48,4.19,1.25,,
4-Oct-00,19.72,4.24,1.23,,
5-Oct-00,19.52,4.19,1.25,,
6-Oct-00,19.52,4.2,1.25,,
9-Oct-00,19.26,4.14,1.26,,
10-Oct-00,18.83,4.04,1.29,,
11-Oct-00,18.26,3.92,1.33,,
12-Oct-00,18.33,3.94,1.33,,
13-Oct-00,18.01,3.83,1.36,,
16-Oct-00,17.78,3.83,1.36,,
17-Oct-00,17.51,3.77,1.38,,
18-Oct-00,17.18,3.7,1.41,,
19-Oct-00,17.64,3.8,1.37,,
20-Oct-00,17.72,3.82,1.37,,
23-Oct-00,17.3,3.73,1.4,,
24-Oct-00,17.43,3.75,1.39,,
25-Oct-00,17.9,3.86,1.36,,
26-Oct-00,17.94,3.86,1.36,,
27-Oct-00,17.83,3.84,1.36,,
30-Oct-00,17.65,3.8,1.37,,
31-Oct-00,17.74,3.82,1.37,,
1-Nov-00,18.16,3.91,1.34,,
2-Nov-00,18.52,3.99,1.31,,
3-Nov-00,18.78,4.04,1.29,,
6-Nov-00,18.76,4.04,1.27,,
7-Nov-00,18.85,4.06,1.27,,
8-Nov-00,19.17,4.13,1.25,,
9-Nov-00,19.21,4.14,1.25,,
10-Nov-00,18.75,4.04,1.28,,
13-Nov-00,18.28,3.94,1.31,,
14-Nov-00,18.8,4.05,1.27,,
15-Nov-00,18.87,4.07,1.27,,
16-Nov-00,18.66,4.02,1.29,,
17-Nov-00,18.7,4.03,1.28,,
20-Nov-00,18.72,4.03,1.28,,
21-Nov-00,18.68,4.03,1.28,,
22-Nov-00,18.49,3.98,1.3,,
23-Nov-00,18.4,3.96,1.31,,
24-Nov-00,18.54,3.99,1.3,,
27-Nov-00,18.96,4.08,1.27,,
28-Nov-00,19.26,4.15,1.25,,
29-Nov-00,19.17,4.13,1.25,,
30-Nov-00,19.22,4.14,1.25,,
1-Dec-00,19.34,4.17,1.24,,
4-Dec-00,19.34,4.17,1.24,,
5-Dec-00,19.47,4.2,1.23,,
6-Dec-00,19.68,4.24,1.22,,
7-Dec-00,19.74,4.25,1.22,,
8-Dec-00,19.91,4.29,1.21,,
11-Dec-00,20.19,4.35,1.19,,
12-Dec-00,20.21,4.36,1.19,,
13-Dec-00,20.54,4.43,1.17,,
14-Dec-00,20.47,4.41,1.18,,
15-Dec-00,19.91,4.29,1.21,,
18-Dec-00,19.98,4.31,1.19,,
19-Dec-00,19.88,4.28,1.2,,
20-Dec-00,19.68,4.24,1.21,,
21-Dec-00,19.41,4.18,1.23,,
22-Dec-00,18.87,4.07,1.26,,
26-Dec-00,18.42,3.97,1.29,,
27-Dec-00,18.67,4.02,1.27,,
28-Dec-00,18.98,4.09,1.25,,
29-Dec-00,19.2,4.14,1.24,,
1-Jan-01,19.06,4.11,1.25,,
2-Jan-01,19.33,4.16,1.23,,
3-Jan-01,19.62,4.23,1.22,,
4-Jan-01,19.87,4.28,1.2,,
5-Jan-01,20.17,4.35,1.18,,
8-Jan-01,19.9,4.29,1.2,,
9-Jan-01,19.93,4.3,1.2,,
10-Jan-01,19.56,4.22,1.22,,
11-Jan-01,19.46,4.19,1.23,,
12-Jan-01,19.55,4.21,1.22,,
15-Jan-01,20.85,4.33,1.22,,
16-Jan-01,20.95,4.35,1.21,,
17-Jan-01,21.03,4.36,1.21,,
18-Jan-01,21.16,4.39,1.2,,
19-Jan-01,21.53,4.47,1.18,,
22-Jan-01,21.84,4.53,1.17,,
23-Jan-01,21.96,4.56,1.16,,
24-Jan-01,22.13,4.59,1.15,,
25-Jan-01,22.2,4.61,1.15,,
29-Jan-01,21.74,4.51,1.17,,
30-Jan-01,22.35,4.64,1.14,,
31-Jan-01,22.22,4.61,1.15,,
1-Feb-01,22.02,4.57,1.16,,
2-Feb-01,22.34,4.64,1.14,,
5-Feb-01,22.4,4.65,1.14,,
6-Feb-01,22.47,4.66,1.13,,
7-Feb-01,22.22,4.61,1.15,,
8-Feb-01,22.62,4.69,1.13,,
9-Feb-01,22.78,4.73,1.12,,
12-Feb-01,22.73,4.71,1.08,,
13-Feb-01,22.55,4.68,1.09,,
14-Feb-01,20.89,4.54,1.09,,
15-Feb-01,21.24,4.61,1.07,,
16-Feb-01,20.71,4.5,1.09,,
19-Feb-01,20.76,4.51,1.09,,
20-Feb-01,20.73,4.51,1.09,,
21-Feb-01,20.52,4.46,1.1,,
22-Feb-01,20.3,4.41,1.12,,
23-Feb-01,19.78,4.3,1.15,,
26-Feb-01,19.66,4.28,1.15,,
27-Feb-01,19.41,4.22,1.17,,
28-Feb-01,20.24,4.4,1.12,,
1-Mar-01,20.34,4.42,1.11,,
2-Mar-01,19.57,4.26,1.16,,
5-Mar-01,19.04,4.14,1.19,,
7-Mar-01,19.35,4.21,1.17,,
8-Mar-01,19.38,4.21,1.17,,
9-Mar-01,18.81,4.09,1.08,,
12-Mar-01,17.96,3.91,1.13,,
13-Mar-01,16.86,3.67,1.2,,
14-Mar-01,17.9,3.89,1.13,,
15-Mar-01,18.25,3.97,1.11,,
16-Mar-01,17.89,3.89,1.14,,
19-Mar-01,17.79,3.87,1.14,,
20-Mar-01,17.55,3.82,1.16,,
21-Mar-01,18.1,3.94,1.12,,
22-Mar-01,17.8,3.87,1.14,,
23-Mar-01,17.41,3.79,1.12,,
26-Mar-01,17.41,3.79,1.12,,
27-Mar-01,17.65,3.84,1.1,,
28-Mar-01,18.07,3.94,1.08,,
29-Mar-01,17.91,3.9,1.09,,
30-Mar-01,17.21,3.75,1.13,,
2-Apr-01,17.05,3.72,1.14,,
3-Apr-01,17.22,3.75,1.13,,
4-Apr-01,17.07,3.72,1.29,,
6-Apr-01,17.11,3.73,0.84,,
9-Apr-01,16.94,3.69,0.85,,
10-Apr-01,15.94,3.56,0.87,,
11-Apr-01,15.41,3.45,0.9,,
12-Apr-01,14.73,3.3,0.94,,
16-Apr-01,15.02,3.37,0.76,,
17-Apr-01,15.34,3.44,0.74,,
18-Apr-01,15.86,3.56,0.72,,
19-Apr-01,16.45,3.69,0.69,,
20-Apr-01,16.45,3.69,0.62,,
23-Apr-01,16.53,3.71,0.62,,
24-Apr-01,16.48,3.69,0.62,,
25-Apr-01,16.61,3.72,0.63,,
26-Apr-01,16.38,3.66,0.64,,
27-Apr-01,14.44,3.15,0.61,,
30-Apr-01,14.57,3.21,0.6,,
2-May-01,14.63,3.23,0.62,,
3-May-01,15.01,3.19,0.63,,
4-May-01,15.4,3.13,0.6,,
7-May-01,15.46,3.15,0.59,,
8-May-01,15.6,3.17,0.59,,
9-May-01,15.6,3.17,0.61,,
10-May-01,15.55,3.16,0.61,,
11-May-01,15.49,3.15,0.61,,
14-May-01,15.49,3.15,0.61,,
15-May-01,15.55,3.16,0.61,,
16-May-01,15.63,3.18,0.61,,
17-May-01,15.95,3.25,0.6,,
18-May-01,15.92,3.24,0.6,,
21-May-01,15.98,3.23,0.6,,
22-May-01,15.96,3.22,0.6,,
23-May-01,16.11,3.25,0.73,,
24-May-01,16.13,3.24,0.73,,
25-May-01,16.15,3.22,0.73,,
28-May-01,16.4,3.27,0.72,,
29-May-01,16.47,3.28,0.72,,
30-May-01,15.98,3.08,0.8,,
31-May-01,15.8,3.04,0.81,,
1-Jun-01,15.47,2.95,0.82,,
4-Jun-01,15.25,2.89,0.84,,
5-Jun-01,15.08,2.86,0.85,,
6-Jun-01,15.12,2.87,0.85,,
7-Jun-01,15.07,2.86,0.85,,
8-Jun-01,15.26,2.89,0.81,,
11-Jun-01,15.32,2.91,0.81,,
12-Jun-01,15.27,2.9,0.81,,
13-Jun-01,15.3,2.9,0.91,,
14-Jun-01,15.54,2.88,0.92,,
15-Jun-01,15.19,2.81,0.92,,
18-Jun-01,15.07,2.75,0.92,,
19-Jun-01,15.35,2.79,0.91,,
20-Jun-01,15.62,2.44,0.97,,
21-Jun-01,15.59,2.43,0.97,,
22-Jun-01,15.48,2.42,0.97,,
25-Jun-01,15.19,2.37,0.99,,
26-Jun-01,15.61,2.44,0.97,,
27-Jun-01,15.59,2.43,0.97,,
28-Jun-01,15.56,2.43,0.97,,
29-Jun-01,15.76,2.46,0.89,,
2-Jul-01,15.65,2.44,1.02,,
3-Jul-01,15.21,2.37,1.05,,
4-Jul-01,15.19,2.37,1.08,,
5-Jul-01,15.21,2.37,1.08,,
6-Jul-01,15.15,2.36,1.12,,
9-Jul-01,15.07,2.35,1.16,,
10-Jul-01,15.25,2.38,1.15,,
11-Jul-01,15.41,2.4,1.14,,
12-Jul-01,15.72,2.45,1.11,,
13-Jul-01,15.79,2.46,1.11,,
16-Jul-01,15.72,2.45,1.11,,
17-Jul-01,15.69,2.45,1.12,,
18-Jul-01,15.53,2.42,1.13,,
19-Jul-01,15.44,2.41,1.13,,
20-Jul-01,15.33,2.39,1.16,,
23-Jul-01,15.23,2.38,1.17,,
24-Jul-01,15.25,2.38,1.17,,
25-Jul-01,15.13,2.36,1.18,,
26-Jul-01,14.93,2.33,1.19,,
27-Jul-01,14.9,2.33,1.15,,
30-Jul-01,15.04,2.35,1.18,,
31-Jul-01,15.15,2.37,1.17,,
1-Aug-01,15.01,2.35,1.18,,
2-Aug-01,15.05,2.36,1.2,,
3-Aug-01,15.18,2.38,1.19,,
6-Aug-01,15.18,2.38,1.21,,
7-Aug-01,15.14,2.37,1.23,,
8-Aug-01,15.08,2.36,1.23,,
9-Aug-01,15.12,2.37,1.23,,
10-Aug-01,15.31,2.4,1.2,,
13-Aug-01,15.19,2.38,1.21,,
14-Aug-01,15.37,2.41,1.19,,
16-Aug-01,15.42,2.42,1.19,,
17-Aug-01,15.28,2.39,1.19,,
20-Aug-01,15.21,2.38,1.2,,
21-Aug-01,15.28,2.39,1.32,,
23-Aug-01,15.32,2.4,1.32,,
24-Aug-01,15.28,2.39,1.34,,
27-Aug-01,15.37,2.41,1.33,,
28-Aug-01,15.35,2.4,1.34,,
29-Aug-01,15.3,2.39,1.37,,
30-Aug-01,15.25,2.39,1.37,,
31-Aug-01,15.1,2.36,1.35,,
3-Sep-01,15.02,2.35,1.38,,
4-Sep-01,15.02,2.35,1.38,,
5-Sep-01,14.98,2.34,1.42,,
6-Sep-01,14.85,2.32,1.54,,
7-Sep-01,14.84,2.32,1.45,,
10-Sep-01,14.81,2.32,1.45,,
11-Sep-01,14.67,2.3,1.47,,
12-Sep-01,14.14,2.21,1.52,,
13-Sep-01,13.99,2.19,1.54,,
14-Sep-01,13.24,2.07,1.62,,
17-Sep-01,12.56,1.97,1.71,,
18-Sep-01,12.96,2.03,1.66,,
19-Sep-01,13.13,2.06,1.65,,
20-Sep-01,12.94,2.03,1.67,,
21-Sep-01,12.3,1.92,1.75,,
24-Sep-01,12.51,1.96,1.72,,
25-Sep-01,12.4,1.94,1.74,,
26-Sep-01,12.58,1.97,1.72,,
27-Sep-01,12.81,2.01,1.68,,
28-Sep-01,13.16,2.06,1.64,,
1-Oct-01,13.1,2.05,1.65,,
3-Oct-01,12.95,2.03,1.67,,
4-Oct-01,13.13,2.05,1.64,,
5-Oct-01,13.17,2.06,1.64,,
8-Oct-01,12.98,2.03,1.67,,
9-Oct-01,13.14,2.06,1.65,,
10-Oct-01,13.54,2.12,1.6,,
11-Oct-01,13.75,2.15,1.58,,
12-Oct-01,13.83,2.16,1.57,,
15-Oct-01,13.87,2.17,1.57,,
16-Oct-01,13.98,2.19,1.55,,
17-Oct-01,14.2,2.22,1.53,,
18-Oct-01,13.99,2.19,1.55,,
19-Oct-01,14.16,2.2,1.54,,
22-Oct-01,14.15,2.2,1.56,,
23-Oct-01,14.4,2.24,1.54,,
24-Oct-01,14.38,2.23,1.54,,
25-Oct-01,14.26,2.22,1.59,,
29-Oct-01,14.18,2.2,1.59,,
30-Oct-01,13.99,2.17,1.62,,
31-Oct-01,13.79,2.19,1.61,,
1-Nov-01,14.11,2.24,1.57,,
2-Nov-01,14.16,2.25,1.56,,
5-Nov-01,14.06,2.24,1.57,,
6-Nov-01,14.22,2.26,1.56,,
7-Nov-01,14.01,2.25,1.56,,
8-Nov-01,14.16,2.27,1.55,,
9-Nov-01,14.55,2.28,1.56,,
12-Nov-01,14.65,2.27,1.56,,
13-Nov-01,14.57,2.29,1.55,,
14-Nov-01,14.72,2.34,1.52,,
15-Nov-01,15.01,2.41,1.47,,
19-Nov-01,15.48,2.37,1.5,,
20-Nov-01,15.22,2.38,1.49,,
21-Nov-01,15.31,2.4,1.48,,
22-Nov-01,15.4,2.39,1.48,,
23-Nov-01,15.35,2.44,1.45,,
26-Nov-01,15.66,2.43,1.46,,
27-Nov-01,15.59,2.42,1.46,,
28-Nov-01,15.52,2.41,1.47,,
29-Nov-01,15.46,2.4,1.47,,
3-Dec-01,15.44,2.43,1.46,,
4-Dec-01,15.62,2.49,1.42,,
5-Dec-01,16.01,2.51,1.41,,
6-Dec-01,16.09,2.51,1.41,,
7-Dec-01,16.12,2.52,1.41,,
10-Dec-01,16.16,2.5,1.41,,
11-Dec-01,16.09,2.5,1.42,,
12-Dec-01,16.05,2.48,1.43,,
13-Dec-01,15.92,2.45,1.44,,
14-Dec-01,15.76,2.44,1.44,,
18-Dec-01,15.68,2.39,1.47,,
19-Dec-01,15.37,2.4,1.47,,
20-Dec-01,15.39,2.37,1.49,,
21-Dec-01,15.23,2.37,1.49,,
24-Dec-01,15.19,2.33,1.51,,
26-Dec-01,14.99,2.3,1.53,,
27-Dec-01,14.78,2.33,1.51,,
28-Dec-01,14.98,2.39,1.48,,
31-Dec-01,15.35,2.38,1.48,,
1-Jan-02,15.29,2.39,1.47,,
2-Jan-02,15.37,2.42,1.46,,
3-Jan-02,15.54,2.47,1.42,,
4-Jan-02,15.89,2.48,1.41,,
7-Jan-02,15.94,2.5,1.4,,
8-Jan-02,16.09,2.49,1.41,,
9-Jan-02,15.98,2.48,1.42,,
10-Jan-02,15.91,2.46,1.44,,
11-Jan-02,15.78,2.5,1.41,,
14-Jan-02,16.08,2.47,1.43,,
15-Jan-02,15.61,2.46,1.43,,
16-Jan-02,15.56,2.82,1.23,,
17-Jan-02,17.57,2.78,1.25,,
18-Jan-02,17.32,2.83,1.25,,
21-Jan-02,17.29,2.83,1.25,,
22-Jan-02,17.31,2.83,1.25,,
23-Jan-02,17.26,2.81,1.26,,
24-Jan-02,17.19,2.79,1.26,,
25-Jan-02,17.06,2.76,1.27,,
28-Jan-02,16.93,2.76,1.27,,
29-Jan-02,16.93,2.75,1.27,,
30-Jan-02,16.87,2.77,1.26,,
31-Jan-02,16.99,2.79,1.26,,
1-Feb-02,17.42,2.79,1.26,,
4-Feb-02,17.34,2.78,1.26,,
5-Feb-02,17.3,2.77,1.27,,
6-Feb-02,17.92,2.87,1.35,,
7-Feb-02,17.88,2.86,1.35,,
8-Feb-02,18.09,2.9,1.33,,
11-Feb-02,18.22,2.92,1.33,,
12-Feb-02,18.19,2.91,1.33,,
13-Feb-02,18.28,2.93,1.32,,
14-Feb-02,18.52,2.96,1.3,,
15-Feb-02,18.68,2.99,1.29,,
18-Feb-02,18.88,3.02,1.28,,
19-Feb-02,18.66,2.99,1.29,,
20-Feb-02,18.44,2.95,1.31,,
21-Feb-02,18.5,2.96,1.3,,
22-Feb-02,18.72,3,1.29,,
25-Feb-02,18.76,3,1.3,,
26-Feb-02,19.14,3.07,1.27,,
27-Feb-02,19.14,3.07,1.27,,
28-Feb-02,18.38,2.94,1.33,,
1-Mar-02,18.96,3.04,1.29,,
4-Mar-02,18.97,3.03,1.29,,
5-Mar-02,18.99,3.03,1.28,,
6-Mar-02,18.79,3.02,1.29,,
7-Mar-02,19.11,3.07,1.27,,
8-Mar-02,19.03,3.06,1.27,,
11-Mar-02,18.71,3.01,1.3,,
12-Mar-02,18.43,2.96,1.32,,
13-Mar-02,18.54,2.98,1.31,,
14-Mar-02,18.58,2.99,1.31,,
15-Mar-02,18.74,3.01,1.29,,
18-Mar-02,18.73,3.01,1.29,,
19-Mar-02,18.46,2.97,1.31,,
20-Mar-02,18.51,2.98,1.31,,
21-Mar-02,18.33,2.95,1.32,,
22-Mar-02,18.24,2.93,1.33,,
26-Mar-02,17.99,2.89,1.35,,
27-Mar-02,18,2.89,1.35,,
28-Mar-02,18.1,2.91,1.34,,
1-Apr-02,18.25,2.93,1.33,,
2-Apr-02,18.22,2.93,1.33,,
3-Apr-02,18,2.89,1.35,,
4-Apr-02,18.36,2.95,1.33,,
5-Apr-02,18.3,2.94,1.21,,
8-Apr-02,17.91,2.9,1.38,,
9-Apr-02,17.78,2.88,1.39,,
10-Apr-02,18.01,2.91,1.37,,
11-Apr-02,18.09,2.93,1.36,,
12-Apr-02,18.14,2.93,1.36,,
15-Apr-02,17.94,2.9,1.37,,
16-Apr-02,17.7,2.86,1.39,,
17-Apr-02,17.8,2.88,1.38,,
18-Apr-02,18.49,2.94,1.38,,
19-Apr-02,18.02,2.86,1.42,,
22-Apr-02,18.02,2.87,1.41,,
23-Apr-02,18.05,2.88,1.41,,
24-Apr-02,18.16,2.86,1.4,,
25-Apr-02,17.85,2.82,1.42,,
26-Apr-02,17.9,2.83,1.41,,
29-Apr-02,17.69,2.8,1.44,,
30-Apr-02,17.86,2.83,1.42,,
2-May-02,18.08,2.93,1.41,,
3-May-02,18.04,2.8,1.38,,
6-May-02,18.1,2.81,1.38,,
7-May-02,18.26,2.84,1.39,,
8-May-02,18.38,2.86,1.38,,
9-May-02,18.54,2.88,1.37,,
10-May-02,18.36,2.85,1.36,,
13-May-02,18.16,2.86,1.36,,
14-May-02,17.99,2.84,1.36,,
15-May-02,17.87,2.82,1.37,,
16-May-02,17.63,2.78,1.39,,
17-May-02,17.49,2.81,1.39,,
20-May-02,17.23,2.76,1.41,,
21-May-02,16.82,2.7,1.47,,
22-May-02,16.6,2.73,1.47,,
23-May-02,16.31,2.68,1.5,,
24-May-02,16.95,2.79,1.32,,
27-May-02,16.88,2.78,1.33,,
28-May-02,16.49,2.71,1.41,,
29-May-02,16.54,2.72,1.44,,
30-May-02,16.72,2.81,1.48,,
31-May-02,16.19,3.07,1.39,,
3-Jun-02,16.39,3.11,1.39,,
4-Jun-02,16.48,3.13,1.38,,
5-Jun-02,16.78,3.19,1.36,,
6-Jun-02,16.42,3.21,1.36,,
7-Jun-02,16.18,3.16,1.38,,
10-Jun-02,16.51,3.23,1.35,,
11-Jun-02,16.93,3.31,1.35,,
12-Jun-02,16.87,3.3,1.39,,
13-Jun-02,16.72,3.27,1.4,,
14-Jun-02,16.74,3.3,1.31,,
17-Jun-02,16.8,3.32,1.31,,
18-Jun-02,16.58,3.28,1.33,,
19-Jun-02,16.4,3.24,1.35,,
20-Jun-02,15.86,3.24,1.36,,
21-Jun-02,15.75,3.22,1.31,,
24-Jun-02,15.74,3.22,1.32,,
25-Jun-02,15.64,3.2,1.32,,
26-Jun-02,15.48,3.17,1.35,,
27-Jun-02,15.56,3.18,1.35,,
28-Jun-02,15.73,3.2,1.34,,
1-Jul-02,15.9,2.67,2.01,,
2-Jul-02,15.88,2.66,2.01,,
3-Jul-02,15.91,2.67,2.01,,
4-Jul-02,15.92,2.67,2.01,,
5-Jul-02,15.97,2.68,2,,
8-Jul-02,16.09,2.7,1.99,,
9-Jul-02,16.07,2.69,1.99,,
10-Jul-02,15.94,2.67,2.01,,
11-Jul-02,15.71,2.64,2.03,,
12-Jul-02,15.74,2.64,2.03,,
15-Jul-02,15.59,2.61,2.05,,
16-Jul-02,15.41,2.58,2.08,,
17-Jul-02,15.36,2.58,2.08,,
18-Jul-02,15.49,2.6,2.06,,
19-Jul-02,15.41,2.58,2.08,,
22-Jul-02,15.05,2.52,2.12,,
23-Jul-02,15.2,2.55,2.1,,
